step,time_s,p_index,p_setCurrency,p_browseProduct,p_addToCart,p_viewCart,p_checkout,qps_index,qps_setCurrency,qps_browseProduct,qps_addToCart,qps_viewCart,qps_checkout,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
13,13.000,0.643820,0.030342,0.151711,0.069504,0.045513,0.059109,77.258372,3.641070,18.205348,8.340535,5.461604,7.093072,1.050646,0.100000,0.085108,1.000000,0.08510756,1.686185,0.000000,10,0.420771,1.473318,,,75.979334,118.305567,0.642230,0.000000
14,14.000,0.638547,0.030253,0.151263,0.072255,0.045379,0.062304,76.625592,3.630305,18.151527,8.670634,5.445458,7.476483,1.063197,0.000000,0.017504,1.000000,0.01750415,1.703950,0.000000,10,0.413444,1.481140,,,72.171946,118.803646,0.607489,0.000000
15,15.000,0.633311,0.030164,0.150818,0.074980,0.045246,0.065481,75.997337,3.619643,18.098213,8.997627,5.429464,7.857717,1.000772,0.000000,0.053322,1.000000,0.05332239,1.721139,0.000000,10,0.406246,1.488346,,,73.436293,119.298468,0.615568,0.000000
16,16.000,0.628113,0.030076,0.150378,0.077679,0.045114,0.068640,75.373600,3.609082,18.045412,9.321473,5.413624,8.236809,1.001037,0.000000,0.012362,0.987879,0.01236215,1.737779,0.000000,10,0.399475,1.494903,,,73.585527,119.790056,0.614287,0.000000
17,17.000,0.622953,0.029989,0.149943,0.080351,0.044983,0.071782,74.754377,3.598626,17.993131,9.642130,5.397939,8.613797,0.980795,0.090909,0.045553,1.000000,0.04555327,1.753894,0.000000,11,0.413753,1.584550,,,71.362507,120.278432,0.593311,0.000000
18,18.000,0.617830,0.029902,0.149511,0.082996,0.044853,0.074906,74.139659,3.588275,17.941377,9.959556,5.382413,8.988720,1.008132,0.000000,0.033381,1.000000,0.03338117,1.769505,0.000000,11,0.406743,1.588597,,,71.266469,120.763620,0.590132,0.000000
19,19.000,0.612745,0.029817,0.149085,0.085614,0.044725,0.078013,73.529437,3.578031,17.890155,10.273715,5.367047,9.361616,1.007043,0.000000,0.013173,1.000000,0.01317262,1.784633,0.000000,11,0.399863,1.591981,,,74.949276,121.245646,0.618161,0.000000
20,20.000,0.607698,0.029732,0.148662,0.088205,0.044599,0.081104,72.923701,3.567895,17.839473,10.584567,5.351842,9.732523,1.035818,0.000000,0.033883,0.990909,0.03388334,1.799296,0.500000,11,0.393393,1.594680,,,69.448613,121.724535,0.570539,0.000000
21,21.000,0.602687,0.029649,0.148244,0.090767,0.044473,0.084179,72.322438,3.557867,17.789335,10.892077,5.336801,10.101482,1.083009,0.000000,0.049502,1.000000,0.04950236,1.813512,0.000000,11,0.387330,1.596671,,,72.686990,122.200315,0.594818,0.000000
22,22.000,0.597714,0.029566,0.147831,0.093302,0.044349,0.087238,71.725635,3.547950,17.739748,11.196211,5.321924,10.468531,1.015993,0.000000,0.056101,1.000000,0.05610067,1.827299,0.000000,11,0.381374,1.597932,,,79.211096,122.673012,0.645709,0.000000
23,23.000,0.592777,0.029485,0.147423,0.095808,0.044227,0.090281,71.133277,3.538143,17.690717,11.496936,5.307215,10.833712,1.059487,0.000000,0.046849,0.990909,0.04684933,1.840670,0.000000,11,0.375709,1.598443,,,73.261640,123.142657,0.594933,0.000000
24,24.000,0.587878,0.029404,0.147019,0.098285,0.044106,0.093309,70.545346,3.528449,17.642247,11.794219,5.292674,11.197064,1.024033,0.000000,0.027657,1.000000,0.02765667,1.853642,0.000000,11,0.370289,1.598185,,,76.543700,123.609277,0.619239,0.000000
25,25.000,0.583015,0.029324,0.146620,0.100734,0.043986,0.096322,69.961827,3.518869,17.594343,12.088030,5.278303,11.558629,1.023457,0.000000,0.011964,1.000000,0.01196409,1.866227,0.000000,11,0.364961,1.597142,,,75.590409,124.072904,0.609242,0.000000
26,26.000,0.578189,0.029245,0.146225,0.103153,0.043868,0.099320,69.382699,3.509402,17.547010,12.378340,5.264103,11.918446,1.012655,0.000000,0.014553,1.000000,0.01455309,1.878438,0.000000,11,0.359722,1.595297,,,73.824425,124.533567,0.592807,0.000000
27,27.000,0.573400,0.029167,0.145835,0.105543,0.043751,0.102305,68.807943,3.500050,17.500252,12.665120,5.250076,12.276559,1.074335,0.214286,0.122341,1.000000,0.12234134,1.890289,0.000000,14,0.411698,1.745932,,,78.847997,124.991299,0.630828,0.000000
28,28.000,0.568646,0.029090,0.145451,0.107903,0.043635,0.105275,68.237537,3.490815,17.454074,12.948344,5.236222,12.633008,1.086735,0.000000,0.018480,1.000000,0.01848029,1.901790,0.000000,14,0.406213,1.737502,,,80.698074,125.446132,0.643289,0.000000
29,29.000,0.563929,0.029014,0.145071,0.110233,0.043521,0.108232,67.671459,3.481696,17.408481,13.227985,5.222544,12.987835,1.012138,0.000000,0.062020,1.000000,0.06202043,1.912952,0.000000,14,0.400831,1.728465,,,79.541466,125.898099,0.631792,0.000000
30,30.000,0.559247,0.028939,0.144696,0.112533,0.043409,0.111176,67.109686,3.472695,17.363475,13.504019,5.209043,13.341082,1.061234,0.000000,0.052912,0.995565,0.05291151,1.923787,0.000000,14,0.395702,1.718834,,,79.017804,126.347234,0.625402,0.000000
31,31.000,0.554602,0.028865,0.144326,0.114804,0.043298,0.114107,66.552193,3.463812,17.319062,13.776422,5.195718,13.692792,1.060629,0.000000,0.012021,1.000000,0.01202064,1.934304,0.000000,14,0.390697,1.708620,,,77.847155,126.793570,0.613968,0.000000
32,32.000,0.549991,0.028792,0.143960,0.117043,0.043188,0.117025,65.998954,3.455049,17.275244,14.045172,5.182573,14.043008,1.057490,0.000000,0.012132,0.995565,0.01213238,1.944513,0.000000,14,0.385914,1.697838,,,81.060387,127.237142,0.637081,0.000000
33,33.000,0.545416,0.028720,0.143600,0.119252,0.043080,0.119931,65.449944,3.446405,17.232025,14.310247,5.169608,14.391772,1.025878,0.000000,0.023334,0.995565,0.02333407,1.954424,0.000000,14,0.381522,1.686504,,,81.780108,127.677985,0.640518,0.000000
34,34.000,0.540876,0.028649,0.143245,0.121430,0.042974,0.122826,64.905135,3.437882,17.189409,14.571625,5.156823,14.739126,0.997508,0.000000,0.021159,0.995565,0.02115879,1.964044,0.000000,14,0.377216,1.674636,,,75.586083,128.116136,0.589981,0.000000
35,35.000,0.536371,0.028579,0.142895,0.123577,0.042868,0.125709,64.364498,3.429480,17.147399,14.829289,5.144220,15.085115,1.056137,0.000000,0.061706,1.000000,0.06170552,1.973383,0.000000,14,0.373135,1.662251,,,81.500098,128.551630,0.633987,0.000000
36,36.000,0.531900,0.028510,0.142550,0.125693,0.042765,0.128582,63.828005,3.421199,17.105997,15.083218,5.131799,15.429781,1.029894,0.000000,0.018488,1.000000,0.01848844,1.982448,0.000000,14,0.369120,1.649371,,,75.842509,128.984504,0.587997,0.000000
37,37.000,0.527464,0.028442,0.142210,0.127778,0.042663,0.131443,63.295626,3.413041,17.065207,15.333395,5.119562,15.773168,1.023170,0.000000,0.011411,1.000000,0.01141134,1.991247,0.000000,14,0.365168,1.636017,,,79.634767,129.414796,0.615345,0.000000
38,38.000,0.523061,0.028375,0.141875,0.129832,0.042563,0.134294,62.767330,3.405006,17.025032,15.579802,5.107510,16.115319,1.058062,0.000000,0.039100,1.000000,0.03910009,1.999788,0.000000,14,0.361278,1.622211,,,80.585418,129.842542,0.620640,0.000000
39,39.000,0.518692,0.028309,0.141546,0.131854,0.042464,0.137136,62.243086,3.397095,16.985474,15.822424,5.095642,16.456279,0.992452,0.000000,0.056101,1.000000,0.05610150,2.008077,0.000000,14,0.357447,1.607977,,,80.280110,130.267782,0.616270,0.000000
40,40.000,0.514357,0.028244,0.141221,0.133844,0.042366,0.139967,61.722861,3.389307,16.946536,16.061246,5.083961,16.796089,0.997786,0.000000,0.011756,1.000000,0.01175596,2.016122,0.000000,14,0.353674,1.593340,,,76.257610,130.690553,0.583497,0.000000
41,41.000,0.510055,0.028180,0.140902,0.135802,0.042271,0.142790,61.206623,3.381644,16.908220,16.296252,5.072466,17.134796,1.001462,0.000000,0.010706,0.991131,0.01070628,2.023930,0.000000,14,0.350133,1.578325,,,78.183535,131.110894,0.596316,0.000000
42,42.000,0.505786,0.028118,0.140588,0.137729,0.042176,0.145604,60.694338,3.374106,16.870528,16.527428,5.061158,17.472441,1.067349,0.000000,0.067411,1.000000,0.06741092,2.031506,0.000000,14,0.346760,1.562959,,,85.489793,131.528844,0.649970,0.000000
43,43.000,0.501550,0.028056,0.140279,0.139623,0.042084,0.148409,60.185973,3.366693,16.833463,16.754762,5.050039,17.809070,1.013383,0.000000,0.044839,1.000000,0.04483947,2.038857,0.000000,14,0.343435,1.547269,,,80.184253,131.944443,0.607712,0.000000
44,44.000,0.497346,0.027995,0.139975,0.141485,0.041993,0.151206,59.681493,3.359405,16.797026,16.978241,5.039108,18.144727,1.014422,0.000000,0.010133,0.991131,0.01013299,2.045988,0.000000,14,0.340659,1.531282,,,84.460894,132.357730,0.638126,0.000000
45,45.000,0.493174,0.027935,0.139677,0.143315,0.041903,0.153995,59.180862,3.352244,16.761220,17.197854,5.028366,18.479455,1.038096,0.000000,0.028536,1.000000,0.02853625,2.052906,0.000000,14,0.337995,1.515026,,,84.590035,132.768746,0.637123,0.000000
46,46.000,0.489034,0.027877,0.139384,0.145113,0.041815,0.156777,58.684045,3.345209,16.726045,17.413588,5.017814,18.813299,0.987686,0.000000,0.043005,1.000000,0.04300482,2.059616,0.000000,14,0.335362,1.498530,,,82.192747,133.177530,0.617167,0.000000
47,47.000,0.484925,0.027819,0.139096,0.146879,0.041729,0.159553,58.191005,3.338301,16.691505,17.625434,5.007452,19.146303,0.959006,0.000000,0.023427,0.995565,0.02342735,2.066123,0.000000,14,0.332786,1.481821,,,79.560192,133.584124,0.595581,0.000000
48,48.000,0.480848,0.027763,0.138813,0.148612,0.041644,0.162321,57.701706,3.331520,16.657601,17.833382,4.997280,19.478511,0.975540,0.000000,0.022541,1.000000,0.02254065,2.072432,0.000000,14,0.330352,1.464928,,,81.652184,133.988567,0.609397,0.000000
49,49.000,0.476801,0.027707,0.138536,0.150312,0.041561,0.165083,57.216110,3.324867,16.624333,18.037421,4.987300,19.809968,0.950671,0.000000,0.019974,1.000000,0.01997350,2.078549,0.000000,14,0.327945,1.447880,,,79.664512,134.390902,0.592782,0.000000
50,50.000,0.472785,0.027653,0.138264,0.151980,0.041479,0.167839,56.734181,3.318341,16.591705,18.237545,4.977511,20.140718,1.011880,0.000000,0.065731,1.000000,0.06573058,2.084477,0.000000,14,0.325562,1.430704,,,84.299925,134.791169,0.625411,0.000000
51,51.000,0.468799,0.027600,0.137998,0.153615,0.041399,0.170590,56.255879,3.311943,16.559716,18.433743,4.967915,20.470804,1.015160,0.000000,0.009812,1.000000,0.00981188,2.090222,0.000000,14,0.323204,1.413429,,,82.414897,135.189410,0.609625,0.000000
52,52.000,0.464843,0.027547,0.137736,0.155217,0.041321,0.173336,55.781166,3.305674,16.528368,18.626009,4.958510,20.800273,0.969321,0.000000,0.039900,1.000000,0.03989997,2.095788,0.000000,14,0.320869,1.396081,,,89.125220,135.585666,0.657335,0.000000
53,53.000,0.460917,0.027496,0.137481,0.156786,0.041244,0.176076,55.310004,3.299533,16.497663,18.814334,4.949299,21.129168,0.927465,0.000000,0.037965,0.995565,0.03796510,2.101180,0.000000,14,0.318592,1.378687,,,81.677244,135.979980,0.600656,0.000000
54,54.000,0.457020,0.027446,0.137230,0.158323,0.041169,0.178813,54.842353,3.293520,16.467601,18.998713,4.940280,21.457532,0.927686,0.000000,0.009040,1.000000,0.00904020,2.106400,0.000000,14,0.316491,1.361274,,,80.630906,136.372393,0.591255,0.000000
55,55.000,0.453151,0.027397,0.136985,0.159826,0.041095,0.181545,54.378173,3.287637,16.438184,19.179139,4.931455,21.785412,0.926249,0.000000,0.008735,1.000000,0.00873484,2.111455,0.000000,14,0.314408,1.343867,,,84.144524,136.762948,0.615258,0.000000
56,56.000,0.449312,0.027349,0.136745,0.161297,0.041024,0.184274,53.917425,3.281882,16.409412,19.355605,4.922824,22.112851,0.927074,0.000000,0.008933,0.995565,0.00893277,2.116347,0.000000,14,0.312415,1.326490,,,79.085324,137.151687,0.576627,0.000000
57,57.000,0.445501,0.027302,0.136511,0.162734,0.040953,0.186999,53.460069,3.276257,16.381287,19.528107,4.914386,22.439894,0.954928,0.000000,0.034248,1.000000,0.03424768,2.121079,0.000000,14,0.310478,1.309168,,,84.537302,137.538652,0.614644,0.000000
58,58.000,0.441717,0.027256,0.136282,0.164139,0.040885,0.189722,53.006064,3.270762,16.353809,19.696639,4.906143,22.766584,0.898992,0.000000,0.053668,1.000000,0.05366750,2.125657,0.000000,14,0.308554,1.291923,,,87.649419,137.923885,0.635491,0.000000
59,59.000,0.437961,0.027212,0.136058,0.165510,0.040817,0.192441,52.555369,3.265396,16.326979,19.861195,4.898094,23.092967,0.936708,0.000000,0.045202,1.000000,0.04520179,2.130082,0.000000,14,0.306645,1.274777,,,88.043517,138.307431,0.636578,0.000000
60,60.000,0.434233,0.027168,0.135840,0.166848,0.040752,0.195159,52.107944,3.260160,16.300798,20.021773,4.890239,23.419086,0.923421,0.000000,0.009130,0.995565,0.00913036,2.134360,0.000000,14,0.304882,1.257750,,,87.082618,138.689330,0.627897,0.000000
61,61.000,0.430531,0.027125,0.135627,0.168153,0.040688,0.197875,51.663747,3.255053,16.275266,20.178367,4.882580,23.744987,0.895836,0.000000,0.024937,1.000000,0.02493729,2.138491,0.000000,14,0.303161,1.240862,,,82.064664,139.069627,0.590098,0.000000
62,62.000,0.426856,0.027084,0.135420,0.169425,0.040626,0.200589,51.222737,3.250077,16.250385,20.330973,4.875115,24.070712,0.896006,0.000000,0.008322,1.000000,0.00832230,2.142481,0.000000,14,0.301449,1.224132,,,79.846185,139.448365,0.572586,0.000000
63,63.000,0.423207,0.027044,0.135218,0.170663,0.040565,0.203303,50.784872,3.245231,16.226154,20.479589,4.867846,24.396308,0.934545,0.000000,0.046014,0.973392,0.04601423,2.146332,0.000000,14,0.299780,1.207576,,,82.112349,139.825585,0.587248,0.000000
64,64.000,0.419584,0.027004,0.135021,0.171868,0.040506,0.206015,50.350111,3.240515,16.202574,20.624210,4.860772,24.721818,0.931030,0.000000,0.007425,1.000000,0.00742455,2.150047,0.000000,14,0.298300,1.191212,,,84.568664,140.201333,0.603194,0.000000
65,65.000,0.415987,0.026966,0.134830,0.173040,0.040449,0.208727,49.918410,3.235929,16.179647,20.764834,4.853894,25.047285,0.877012,0.000000,0.053375,1.000000,0.05337471,2.153628,0.000000,14,0.296825,1.175053,,,82.432873,140.575649,0.586395,0.000000
66,66.000,0.412414,0.026929,0.134645,0.174179,0.040393,0.211440,49.489729,3.231474,16.157371,20.901459,4.847211,25.372756,0.898522,0.000000,0.028695,1.000000,0.02869467,2.157078,0.000000,14,0.295355,1.159114,,,84.517541,140.948579,0.599634,0.000000
67,67.000,0.408867,0.026893,0.134465,0.175284,0.040339,0.214152,49.064025,3.227150,16.135748,21.034080,4.840724,25.698273,0.929649,0.000000,0.038157,1.000000,0.03815688,2.160401,0.000000,14,0.293891,1.143407,,,87.400222,141.320166,0.618455,0.000000
68,68.000,0.405344,0.026858,0.134290,0.176356,0.040287,0.216866,48.641255,3.222956,16.114778,21.162697,4.834433,26.023881,0.889248,0.000000,0.038842,0.991131,0.03884199,2.163598,0.000000,14,0.292562,1.127943,,,85.212252,141.690452,0.601397,0.000000
69,69.000,0.401845,0.026824,0.134121,0.177394,0.040236,0.219580,48.221377,3.218892,16.094461,21.287307,4.828338,26.349625,0.909830,0.000000,0.027284,1.000000,0.02728448,2.166671,0.000000,14,0.291343,1.112733,,,86.728323,142.059482,0.610507,0.000000
70,70.000,0.398370,0.026791,0.133957,0.178399,0.040187,0.222296,47.804348,3.214960,16.074798,21.407908,4.822439,26.675548,0.915968,0.000000,0.011408,1.000000,0.01140751,2.169624,0.000000,14,0.290128,1.097785,,,91.765346,142.427298,0.644296,0.000000
71,71.000,0.394918,0.026760,0.133798,0.179371,0.040139,0.225014,47.390125,3.211158,16.055788,21.524499,4.816736,27.001694,0.862160,0.000000,0.054293,1.000000,0.05429311,2.172458,0.000000,14,0.288914,1.083108,,,89.622161,142.793945,0.627633,0.000000
72,72.000,0.391489,0.026729,0.133645,0.180309,0.040094,0.227734,46.978665,3.207487,16.037433,21.637077,4.811230,27.328108,0.823588,0.000000,0.040249,1.000000,0.04024883,2.175176,0.000000,14,0.287704,1.068708,,,86.963501,143.159466,0.607459,0.000000
73,73.000,0.388083,0.026700,0.133498,0.181214,0.040049,0.230457,46.569925,3.203946,16.019732,21.745642,4.805920,27.654834,0.804202,0.000000,0.018979,0.995565,0.01897907,2.177780,0.500000,14,0.286641,1.054591,,,77.473438,143.523905,0.539795,0.000000
74,74.000,0.384699,0.026671,0.133356,0.182085,0.040007,0.233183,46.163863,3.200537,16.002686,21.850192,4.800806,27.981916,0.856627,0.000000,0.065536,1.000000,0.06553632,2.180270,0.000000,14,0.285652,1.040762,,,86.641550,143.887304,0.602149,0.000000
75,75.000,0.381337,0.026644,0.133219,0.182923,0.039966,0.235912,45.760434,3.197259,15.986295,21.950726,4.795888,28.309398,0.884740,0.000000,0.036222,1.000000,0.03622214,2.182651,0.000000,14,0.284662,1.027224,,,89.222848,144.249709,0.618531,0.000000
76,76.000,0.377997,0.026618,0.133088,0.183727,0.039926,0.238644,45.359595,3.194112,15.970558,22.047243,4.791167,28.637324,0.843033,0.000000,0.042770,1.000000,0.04276950,2.184922,0.000000,14,0.283672,1.013981,,,86.237735,144.611163,0.596342,0.000000
77,77.000,0.374678,0.026592,0.132962,0.184498,0.039889,0.241381,44.961304,3.191095,15.955477,22.139743,4.786643,28.965738,0.808775,0.000000,0.036261,0.995565,0.03626091,2.187086,0.000000,14,0.282734,1.001035,,,84.014987,144.971709,0.579527,0.000000
78,78.000,0.371379,0.026568,0.132842,0.185235,0.039853,0.244122,44.565516,3.188210,15.941051,22.228224,4.782315,29.294684,0.776939,0.000000,0.035006,1.000000,0.03500642,2.189145,0.000000,14,0.281840,0.988386,,,86.511604,145.331391,0.595271,0.000000
79,79.000,0.368102,0.026545,0.132727,0.185939,0.039818,0.246868,44.172189,3.185456,15.927280,22.312685,4.778184,29.624206,0.837580,0.000000,0.076566,1.000000,0.07656631,2.191100,0.000000,14,0.280942,0.976036,,,89.036877,145.690252,0.611138,0.000000
80,80.000,0.364844,0.026524,0.132618,0.186609,0.039785,0.249620,43.781278,3.182833,15.914164,22.393127,4.774249,29.954349,0.763167,0.000000,0.084754,1.000000,0.08475425,2.192953,0.000000,14,0.280039,0.963985,,,85.559139,146.048338,0.585828,0.000000
81,81.000,0.361606,0.026503,0.132514,0.187246,0.039754,0.252376,43.392740,3.180341,15.901704,22.469549,4.770511,30.285155,0.810224,0.000000,0.062267,1.000000,0.06226721,2.194704,0.000000,14,0.279132,0.952230,,,93.752076,146.405691,0.640358,0.000000
82,82.000,0.358388,0.026483,0.132416,0.187850,0.039725,0.255139,43.006532,3.177980,15.889900,22.541950,4.766970,30.616669,0.815564,0.000000,0.010942,1.000000,0.01094206,2.196356,0.000000,14,0.278219,0.940772,,,88.325094,146.762355,0.601824,0.000000
83,83.000,0.355188,0.026465,0.132323,0.188419,0.039697,0.257908,42.622610,3.175750,15.878751,22.610329,4.763625,30.948935,0.791414,0.000000,0.025320,0.995565,0.02532043,2.197909,0.000000,14,0.277332,0.929607,,,81.256199,147.118375,0.552318,0.000000
84,84.000,0.352008,0.026447,0.132235,0.188956,0.039671,0.260683,42.240929,3.173651,15.868257,22.674687,4.760477,31.281997,0.810872,0.000000,0.028274,1.000000,0.02827387,2.199365,0.000000,14,0.276618,0.918734,,,86.503615,147.473793,0.586569,0.000000
85,85.000,0.348845,0.026431,0.132153,0.189459,0.039646,0.263466,41.861447,3.171684,15.858420,22.735024,4.757526,31.615899,0.728618,0.000000,0.097501,1.000000,0.09750139,2.200724,0.000000,14,0.275896,0.908149,,,88.421220,147.828654,0.598133,0.000000
86,86.000,0.345701,0.026415,0.132077,0.189928,0.039623,0.266256,41.484120,3.169848,15.849238,22.791339,4.754771,31.950684,0.724345,0.000000,0.005539,0.973392,0.00553864,2.201988,0.000000,14,0.275301,0.897849,,,82.029314,148.183001,0.553568,0.000000
87,87.000,0.342574,0.026401,0.132006,0.190364,0.039602,0.269053,41.108904,3.168142,15.840712,22.843631,4.752214,32.286397,0.804327,0.000000,0.103335,0.995565,0.10333504,2.203159,0.000000,14,0.274870,0.887830,,,91.664943,148.536879,0.617119,0.000000
88,88.000,0.339465,0.026388,0.131940,0.190766,0.039582,0.271859,40.735755,3.166568,15.832842,22.891902,4.749853,32.623081,0.751067,0.000000,0.062176,1.000000,0.06217616,2.204235,0.000000,14,0.274480,0.878088,,,84.617865,148.890331,0.568323,0.000000
89,89.000,0.336372,0.026376,0.131880,0.191135,0.039564,0.274673,40.364629,3.165126,15.825628,22.936150,4.747688,32.960780,0.721691,0.000000,0.034970,1.000000,0.03496967,2.205220,0.000000,14,0.274079,0.868619,,,83.928484,149.243401,0.562360,0.000000
90,90.000,0.333296,0.026365,0.131826,0.191470,0.039548,0.277496,39.995483,3.163814,15.819069,22.976375,4.745721,33.299538,0.762462,0.000000,0.057520,1.000000,0.05751989,2.206112,0.000000,14,0.273666,0.859418,,,86.588371,149.596132,0.578814,0.000000
91,91.000,0.330236,0.026355,0.131776,0.191771,0.039533,0.280328,39.628272,3.162633,15.813167,23.012579,4.743950,33.639399,0.766463,0.000000,0.009487,1.000000,0.00948707,2.206913,0.000000,14,0.273241,0.850481,,,85.877501,149.948570,0.572713,0.000000
92,92.000,0.327191,0.026347,0.131733,0.192040,0.039520,0.283170,39.262954,3.161584,15.807920,23.044759,4.742376,33.980408,0.708256,0.000000,0.072002,0.973392,0.07200243,2.207624,0.000000,14,0.273075,0.841802,,,80.617171,150.300756,0.536372,0.000000
93,93.000,0.324162,0.026339,0.131694,0.192274,0.039508,0.286022,38.899483,3.160666,15.803329,23.072917,4.740999,34.322606,0.689169,0.000000,0.022814,1.000000,0.02281373,2.208244,0.000000,14,0.272902,0.833377,,,81.088864,150.652737,0.538250,0.000000
94,94.000,0.321148,0.026332,0.131662,0.192475,0.039498,0.288884,38.537817,3.159879,15.799394,23.097053,4.739818,34.666040,0.684011,0.000000,0.005468,1.000000,0.00546768,2.208776,0.000000,14,0.272714,0.825199,,,80.502042,151.004554,0.533110,0.000000
95,95.000,0.318149,0.026327,0.131634,0.192643,0.039490,0.291756,38.177912,3.159223,15.796114,23.117166,4.738834,35.010751,0.721393,0.000000,0.055806,0.995565,0.05580616,2.209218,0.000000,14,0.272578,0.817265,,,88.172462,151.356252,0.582549,0.000000
96,96.000,0.315164,0.026322,0.131612,0.192777,0.039484,0.294640,37.819723,3.158698,15.793491,23.133256,4.738047,35.356785,0.739418,0.000000,0.028468,0.995565,0.02846797,2.209571,0.000000,14,0.272568,0.809568,,,87.498575,151.707875,0.576757,0.000000
97,97.000,0.312193,0.026319,0.131596,0.192878,0.039479,0.297535,37.463207,3.158305,15.791523,23.145324,4.737457,35.704184,0.670490,0.000000,0.089411,1.000000,0.08941145,2.209836,0.000000,14,0.272602,0.802104,,,90.126735,152.059467,0.592707,0.000000
98,98.000,0.309236,0.026317,0.131585,0.192945,0.039476,0.300442,37.108320,3.158042,15.790212,23.153369,4.737063,36.052994,0.692829,0.000000,0.036279,1.000000,0.03627921,2.210012,0.000000,14,0.272624,0.794866,,,84.589201,152.411071,0.555007,0.000000
