step,time_s,p_read_home,p_compose_post,p_read_user,qps_read_home,qps_compose_post,qps_read_user,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
70,350.000,0.525956,0.115823,0.358221,47.336078,10.424026,32.239896,0.868304,0.000000,0.020958,1.000000,0.00419168,1.378316,0.000000,12,0.360467,0.395591,,,89.610921,128.215111,0.698911,0.000000
71,355.000,0.521465,0.112888,0.365647,46.931893,10.159916,32.908191,0.896144,0.000000,0.028751,0.992982,0.00575022,1.375832,0.500000,12,0.361710,0.357838,,,92.557290,128.171984,0.722134,0.000000
72,360.000,0.516789,0.110171,0.373040,46.510998,9.915386,33.573616,0.853778,0.000000,0.049503,1.000000,0.00990067,1.373436,0.000000,12,0.363230,0.321927,,,92.243966,128.137240,0.719884,0.000000
73,365.000,0.511931,0.107674,0.380395,46.073809,9.690677,34.235514,0.881383,0.000000,0.029099,1.000000,0.00581982,1.371149,0.000000,12,0.364456,0.288133,,,94.005919,128.110914,0.733785,0.000000
74,370.000,0.506897,0.105400,0.387703,45.620756,9.486011,34.893233,0.851809,0.166667,0.077890,1.000000,0.01557794,1.368993,0.000000,10,0.304251,-0.021311,,,93.150297,128.093031,0.727208,0.000000
75,375.000,0.501692,0.103351,0.394957,45.152288,9.301589,35.546122,0.800568,0.000000,0.061463,1.000000,0.01229250,1.366991,0.000000,10,0.303847,-0.059431,,,94.347963,128.083609,0.736612,0.000000
76,380.000,0.496321,0.101529,0.402150,44.668867,9.137595,36.193539,0.791757,0.000000,0.017187,1.000000,0.00343740,1.365161,0.000000,10,0.303201,-0.094058,,,93.008795,128.082658,0.726162,0.000000
77,385.000,0.490789,0.099935,0.409276,44.170969,8.994189,36.834842,0.873264,0.000000,0.092008,0.987879,0.01840166,1.363523,0.000000,10,0.302630,-0.124804,,,99.515680,128.090178,0.776919,0.000000
78,390.000,0.485101,0.098572,0.416327,43.659085,8.871513,37.469401,0.779985,0.100000,0.130534,1.000000,0.02610680,1.362093,0.000000,9,0.259084,-0.335613,,,98.815611,128.106162,0.771357,0.000000
79,395.000,0.479264,0.097441,0.423295,43.133723,8.769689,38.096588,0.780555,0.000000,0.013487,1.000000,0.00269737,1.360885,0.000000,9,0.258004,-0.363698,,,95.224945,128.130594,0.743187,0.000000
80,400.000,0.473282,0.096542,0.430175,42.595398,8.688817,38.715785,0.787765,0.000000,0.011487,0.983333,0.00229743,1.359912,0.000000,9,0.257088,-0.385689,,,92.491385,128.163450,0.721667,0.000000
81,405.000,0.467163,0.095878,0.436960,42.044644,8.628975,39.326381,0.818705,0.000000,0.036391,0.983333,0.00727819,1.359184,0.000000,9,0.257220,-0.401175,,,93.355600,128.204698,0.728176,0.000000
82,410.000,0.460911,0.095447,0.443642,41.482003,8.590225,39.927772,0.825905,0.000000,0.012224,1.000000,0.00244477,1.358710,0.000000,9,0.257177,-0.409820,,,95.633454,128.254297,0.745655,0.000000
83,415.000,0.454534,0.095251,0.450215,40.908030,8.572604,40.519366,0.781231,0.000000,0.055633,1.000000,0.01112663,1.358493,0.000000,9,0.256953,-0.411376,,,90.765865,128.312198,0.707383,0.000000
84,420.000,0.448037,0.095290,0.456673,40.323293,8.576128,41.100579,0.776680,0.000000,0.014335,0.983333,0.00286691,1.358536,0.000000,9,0.257272,-0.405688,,,86.411954,128.378344,0.673104,0.000000
85,425.000,0.441426,0.095564,0.463009,39.728368,8.600796,41.670836,0.798954,0.000000,0.026122,1.000000,0.00522446,1.358839,0.000000,9,0.257772,-0.392700,,,92.751427,128.452669,0.722067,0.000000
86,430.000,0.434709,0.096073,0.469218,39.123842,8.646582,42.229576,0.741205,0.000000,0.074033,0.983333,0.01480658,1.359399,0.500000,9,0.258731,-0.372457,,,89.313628,128.535100,0.694858,0.000000
87,435.000,0.427892,0.096816,0.475292,38.510312,8.713441,42.776247,0.743995,0.000000,0.013872,1.000000,0.00277445,1.360209,0.000000,9,0.259823,-0.345107,,,89.752845,128.625557,0.697784,0.000000
88,440.000,0.420982,0.097792,0.481226,37.888383,8.801307,43.310310,0.761439,0.000000,0.020900,1.000000,0.00417999,1.361262,0.000000,9,0.260735,-0.310899,,,96.187159,128.723949,0.747236,0.000000
89,445.000,0.413985,0.099001,0.487014,37.258670,8.910094,43.831236,0.757271,0.000000,0.014145,1.000000,0.00282895,1.362545,0.000000,9,0.261463,-0.270181,,,90.954259,128.830179,0.706001,0.000000
90,450.000,0.406909,0.100441,0.492650,36.621793,9.039694,44.338513,0.691013,0.111111,0.117389,0.983333,0.02347780,1.364047,0.000000,8,0.211813,-0.348667,,,97.306097,128.944143,0.754638,0.000000
91,455.000,0.399760,0.102111,0.498129,35.978381,9.189980,44.831639,0.692046,0.111111,0.044983,1.000000,0.00899655,1.365751,0.000000,9,0.264371,-0.171063,,,87.749667,129.065729,0.679884,0.000000
92,460.000,0.392545,0.104009,0.503446,35.329069,9.360802,45.310129,0.688364,0.000000,0.014308,0.983333,0.00286155,1.367640,0.000000,9,0.265724,-0.113789,,,90.366073,129.194815,0.699456,0.000000
93,465.000,0.385272,0.106133,0.508595,34.674498,9.551993,45.773509,0.740904,0.000000,0.068644,1.000000,0.01372889,1.369696,0.000000,9,0.267381,-0.052239,,,95.464948,129.331276,0.738143,0.000000
94,470.000,0.377948,0.108482,0.513570,34.015314,9.763363,46.221323,0.731604,0.100000,0.043873,1.000000,0.00877463,1.371897,0.000000,10,0.306708,0.133733,,,90.324599,129.474975,0.697622,0.000000
95,475.000,0.370580,0.111052,0.518368,33.352167,9.994705,46.653128,0.753655,0.000000,0.027477,1.000000,0.00549536,1.374223,0.000000,10,0.306912,0.191565,,,90.161627,129.625772,0.695553,0.000000
96,480.000,0.363175,0.113842,0.522983,32.685712,10.245790,47.068498,0.727233,0.000000,0.036831,1.000000,0.00736611,1.376652,0.000000,10,0.306863,0.252071,,,91.882420,129.783517,0.707967,0.000000
97,485.000,0.355740,0.116849,0.527411,32.016607,10.516369,47.467024,0.670212,0.100000,0.108383,1.000000,0.02167659,1.379160,0.000000,9,0.272033,0.221853,,,91.384936,129.948056,0.703242,0.000000
98,490.000,0.348283,0.120069,0.531648,31.345511,10.806177,47.848312,0.715667,0.100000,0.090630,1.000000,0.01812598,1.381723,0.000000,10,0.306007,0.378858,,,97.720056,130.119224,0.751004,0.000000
99,495.000,0.340812,0.123499,0.535689,30.673088,11.114926,48.211986,0.732131,0.000000,0.020685,1.000000,0.00413701,1.384320,0.000000,10,0.305196,0.443951,,,87.577317,130.296854,0.672137,0.000000
100,500.000,0.333333,0.127137,0.539530,30.000000,11.442313,48.557687,0.663142,0.000000,0.095895,1.000000,0.01917900,1.386925,0.000000,10,0.304130,0.509360,,,89.142532,130.480771,0.683185,0.000000
101,505.000,0.325855,0.130978,0.543167,29.326912,11.788014,48.885074,0.624175,0.000000,0.060486,0.987879,0.01209712,1.389517,0.000000,10,0.303223,0.574460,,,87.712345,130.670792,0.671247,0.000000
102,510.000,0.318383,0.135019,0.546598,28.654489,12.151688,49.193823,0.655505,0.000000,0.046052,1.000000,0.00921043,1.392072,0.000000,10,0.302299,0.638629,,,90.757160,130.866730,0.693508,0.000000
103,515.000,0.310927,0.139255,0.549818,27.983393,12.532976,49.483631,0.641318,0.000000,0.025712,1.000000,0.00514242,1.394569,0.000000,10,0.301112,0.701255,,,93.897963,131.068393,0.716404,0.000000
104,520.000,0.303492,0.143683,0.552825,27.314288,12.931502,49.754210,0.625912,0.000000,0.027618,0.987879,0.00552361,1.396987,0.500000,10,0.299705,0.761741,,,90.095974,131.275580,0.686312,0.000000
105,525.000,0.296087,0.148299,0.555614,26.647833,13.346872,50.005295,0.608204,0.000000,0.030825,0.987879,0.00616497,1.399304,0.000000,10,0.298692,0.819513,,,92.169452,131.488087,0.700972,0.000000
106,530.000,0.288719,0.153096,0.558185,25.984686,13.778677,50.236637,0.611738,0.166667,0.081338,1.000000,0.01626757,1.401503,0.000000,12,0.333155,1.027866,,,95.393239,131.705705,0.724291,0.000000
107,535.000,0.281394,0.158072,0.560533,25.325502,14.226491,50.448007,0.681498,0.000000,0.102793,1.000000,0.02055861,1.403566,0.000000,12,0.329823,1.080357,,,94.171137,131.928219,0.713806,0.000000
108,540.000,0.274121,0.163221,0.562658,24.670931,14.689871,50.639198,0.595878,0.000000,0.125136,1.000000,0.02502724,1.405475,0.000000,12,0.326213,1.130263,,,96.738254,132.155409,0.732004,0.000000
109,545.000,0.266907,0.168537,0.564556,24.021619,15.168361,50.810020,0.648350,0.000000,0.081542,0.992982,0.01630840,1.407217,0.000000,12,0.322410,1.177074,,,91.685568,132.387051,0.692557,0.000000
110,550.000,0.259758,0.174017,0.566226,23.378207,15.661487,50.960306,0.603863,0.000000,0.067913,1.000000,0.01358266,1.408776,0.000000,12,0.318730,1.220296,,,94.386310,132.622917,0.711689,0.000000
111,555.000,0.252681,0.179653,0.567666,22.741330,16.168764,51.089906,0.598985,0.000000,0.018168,0.992982,0.00363367,1.410141,0.000000,12,0.314955,1.259456,,,94.767573,132.862773,0.713274,0.000000
112,560.000,0.245685,0.185441,0.568874,22.111617,16.689690,51.198693,0.658355,0.000000,0.091029,0.992982,0.01820583,1.411302,0.000000,12,0.311809,1.294106,,,96.747478,133.106384,0.726843,0.000000
113,565.000,0.238774,0.191375,0.569851,21.489688,17.223753,51.286559,0.602975,0.000000,0.083182,1.000000,0.01663635,1.412250,0.000000,12,0.308457,1.323836,,,95.352634,133.353508,0.715037,0.000000
114,570.000,0.231957,0.197449,0.570594,20.876158,17.770424,51.353418,0.588499,0.000000,0.026383,0.978947,0.00527667,1.412977,0.000000,12,0.305164,1.348271,,,90.254268,133.603901,0.675536,0.000000
115,575.000,0.225240,0.203657,0.571102,20.271632,18.329164,51.399204,0.612814,0.142857,0.099315,0.991170,0.01986291,1.413477,0.000000,14,0.325389,1.494394,,,94.660823,133.857318,0.707177,0.000000
116,580.000,0.218630,0.209994,0.571376,19.676707,18.899421,51.423872,0.634234,0.000000,0.036758,1.000000,0.00735151,1.413748,0.000000,14,0.321710,1.512945,,,92.378726,134.113506,0.688810,0.000000
117,585.000,0.212133,0.216451,0.571416,19.091970,19.480634,51.427396,0.614793,0.000000,0.027547,0.991170,0.00550937,1.413787,0.000000,14,0.318183,1.526159,,,89.400054,134.372215,0.665317,0.000000
118,590.000,0.205756,0.223025,0.571220,18.517997,20.072228,51.409775,0.646146,0.000000,0.051658,1.000000,0.01033155,1.413593,0.000000,14,0.315158,1.533768,,,96.529018,134.633187,0.716978,0.000000
119,595.000,0.199504,0.229707,0.570789,17.955356,20.673619,51.371025,0.598340,0.000000,0.070836,0.982340,0.01416716,1.413169,0.000000,14,0.312481,1.535554,,,94.232911,134.896167,0.698559,0.000000
120,600.000,0.193384,0.236491,0.570124,17.404602,21.284215,51.311183,0.608840,0.000000,0.026033,0.986755,0.00520657,1.412517,0.000000,14,0.310775,1.531354,,,94.234020,135.160894,0.697199,0.000000
121,605.000,0.187403,0.243371,0.569226,16.866277,21.903412,51.230311,0.626592,0.000000,0.032800,0.991170,0.00655993,1.411642,0.000000,14,0.309462,1.521061,,,94.225556,135.427106,0.695766,0.000000
122,610.000,0.181566,0.250340,0.568094,16.340915,22.530599,51.128487,0.599695,0.071429,0.067750,1.000000,0.01354993,1.410552,0.000000,13,0.295835,1.457384,,,95.657652,135.694542,0.704948,0.000000
123,615.000,0.175878,0.257391,0.566731,15.829031,23.165158,51.005811,0.624113,0.071429,0.071593,0.995585,0.01431859,1.409253,0.000000,14,0.306743,1.486625,,,95.631148,135.962938,0.703362,0.000000
124,620.000,0.170346,0.264516,0.565138,15.331133,23.806461,50.862405,0.598189,0.071429,0.064950,0.986755,0.01299006,1.407757,0.000000,13,0.291548,1.424039,,,92.195481,136.232028,0.676753,0.000000
125,625.000,0.164975,0.271710,0.563316,14.847712,24.453878,50.698411,0.564165,0.000000,0.052265,0.983425,0.01045298,1.406075,0.000000,13,0.290637,1.398205,,,96.980224,136.501547,0.710470,0.000000
126,630.000,0.159769,0.278964,0.561267,14.379244,25.106767,50.513989,0.562668,0.000000,0.017347,0.983425,0.00346930,1.404220,0.000000,13,0.290306,1.366316,,,90.532375,136.771229,0.661926,0.000000
127,635.000,0.154735,0.286272,0.558992,13.926191,25.764486,50.309323,0.628368,0.071429,0.137209,1.000000,0.02744173,1.402207,0.000000,14,0.300430,1.384279,,,101.976630,137.040807,0.744133,0.000000
