benchmark,run_id,namespace,scale,replica_level,replica_config,workload_mode,repeat,policy,policy_display_name,step,time_s,evidence_type,request_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count,latency_ms,p50_ms,p95_ms,p99_ms,throughput_rps,error_rate,sla_ms,sla_pressure,sla_violation_ratio,worker_nodes_selected,actual_app_pods,ready_app_pods,non_empty_worker_nodes,pod_node_occupancy_ratio,pod_restarts,total_pods,cluster_cpu_utilization,cluster_memory_utilization,top_node_cpu_utilization
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,cga,CGA,3,3.000,replay,mixed,0.966759,0.009721,7,1.419070,0.000000,0.381203,1.092163,,,0.000000,0.009288,0.009288,7,7,0,58.204994,58.204994,58.204994,58.204994,120.000000,0.000000,112.174203,0.518880,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,hda,HDA,3,3.000,replay,mixed,0.966759,0.009721,7,1.419070,0.000000,0.381203,1.092163,,,0.000000,0.009288,0.009288,7,7,0,54.251422,54.251422,54.251422,54.251422,120.000000,0.000000,112.174203,0.483635,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,kubernetes-default,K8s default,4,4.000,replay,mixed,1.002093,0.035682,7,1.430430,0.000000,0.378663,1.098084,,,0.000000,0.014437,0.014437,7,7,0,65.411567,65.411567,65.411567,65.411567,120.000000,0.000000,112.389074,0.582010,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,cga,CGA,4,4.000,replay,mixed,1.002093,0.035682,7,1.430430,0.000000,0.378663,1.098084,,,0.000000,0.014437,0.014437,7,7,0,63.537517,63.537517,63.537517,63.537517,120.000000,0.000000,112.389074,0.565335,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,hda,HDA,4,4.000,replay,mixed,1.002093,0.035682,7,1.430430,0.000000,0.378663,1.098084,,,0.000000,0.014437,0.014437,7,7,0,58.705871,58.705871,58.705871,58.705871,120.000000,0.000000,112.389074,0.522345,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,kubernetes-default,K8s default,5,5.000,replay,mixed,0.934081,0.067464,7,1.441565,0.000000,0.376133,1.103902,,,0.000000,0.015039,0.015039,7,7,0,69.352472,69.352472,69.352472,69.352472,120.000000,0.000000,112.603401,0.615900,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,cga,CGA,5,5.000,replay,mixed,0.934081,0.067464,7,1.441565,0.000000,0.376133,1.103902,,,0.000000,0.015039,0.015039,7,7,0,67.823303,67.823303,67.823303,67.823303,120.000000,0.000000,112.603401,0.602320,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,hda,HDA,5,5.000,replay,mixed,0.934081,0.067464,7,1.441565,0.000000,0.376133,1.103902,,,0.000000,0.015039,0.015039,7,7,0,59.746980,59.746980,59.746980,59.746980,120.000000,0.000000,112.603401,0.530597,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,kubernetes-default,K8s default,6,6.000,replay,mixed,0.952292,0.019548,7,1.452487,0.000000,0.373623,1.109615,,,0.000000,0.011592,0.011592,7,7,0,65.450167,65.450167,65.450167,65.450167,120.000000,0.000000,112.817183,0.580144,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,cga,CGA,6,6.000,replay,mixed,0.952292,0.019548,7,1.452487,0.000000,0.373623,1.109615,,,0.000000,0.011592,0.011592,7,7,0,59.503324,59.503324,59.503324,59.503324,120.000000,0.000000,112.817183,0.527431,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,hda,HDA,6,6.000,replay,mixed,0.952292,0.019548,7,1.452487,0.000000,0.373623,1.109615,,,0.000000,0.011592,0.011592,7,7,0,56.180239,56.180239,56.180239,56.180239,120.000000,0.000000,112.817183,0.497976,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,kubernetes-default,K8s default,7,7.000,replay,mixed,0.985291,0.033910,7,1.463204,0.000000,0.371520,1.115218,,,0.000000,0.013817,0.013817,7,7,0,65.785963,65.785963,65.785963,65.785963,120.000000,0.000000,113.030420,0.582020,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,cga,CGA,7,7.000,replay,mixed,0.985291,0.033910,7,1.463204,0.000000,0.371520,1.115218,,,0.000000,0.013817,0.013817,7,7,0,63.226419,63.226419,63.226419,63.226419,120.000000,0.000000,113.030420,0.559375,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,hda,HDA,7,7.000,replay,mixed,0.985291,0.033910,7,1.463204,0.000000,0.371520,1.115218,,,0.000000,0.013817,0.013817,7,7,0,56.852961,56.852961,56.852961,56.852961,120.000000,0.000000,113.030420,0.502988,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,kubernetes-default,K8s default,8,8.000,replay,mixed,0.943147,0.042360,7,1.473725,0.000000,0.369425,1.120708,,,0.000000,0.009598,0.009598,7,7,0,65.234856,65.234856,65.234856,65.234856,120.000000,0.000000,113.243114,0.576060,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,cga,CGA,8,8.000,replay,mixed,0.943147,0.042360,7,1.473725,0.000000,0.369425,1.120708,,,0.000000,0.009598,0.009598,7,7,0,62.636730,62.636730,62.636730,62.636730,120.000000,0.000000,113.243114,0.553117,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,hda,HDA,8,8.000,replay,mixed,0.943147,0.042360,7,1.473725,0.000000,0.369425,1.120708,,,0.000000,0.009598,0.009598,7,7,0,59.884960,59.884960,59.884960,59.884960,120.000000,0.000000,113.243114,0.528818,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,kubernetes-default,K8s default,9,9.000,replay,mixed,0.993439,0.051032,7,1.484060,0.000000,0.367337,1.126084,,,0.000000,0.009337,0.009337,7,7,0,69.225959,69.225959,69.225959,69.225959,120.000000,0.000000,113.455264,0.610161,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,cga,CGA,9,9.000,replay,mixed,0.993439,0.051032,7,1.484060,0.000000,0.367337,1.126084,,,0.000000,0.009337,0.009337,7,7,0,62.039077,62.039077,62.039077,62.039077,120.000000,0.000000,113.455264,0.546815,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,hda,HDA,9,9.000,replay,mixed,0.993439,0.051032,7,1.484060,0.000000,0.367337,1.126084,,,0.000000,0.009337,0.009337,7,7,0,56.986401,56.986401,56.986401,56.986401,120.000000,0.000000,113.455264,0.502281,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,kubernetes-default,K8s default,10,10.000,replay,mixed,0.967814,0.025377,7,1.494214,0.000000,0.365257,1.131341,,,0.000000,0.010670,0.010670,7,7,0,65.679414,65.679414,65.679414,65.679414,120.000000,0.000000,113.666871,0.577824,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,cga,CGA,10,10.000,replay,mixed,0.967814,0.025377,7,1.494214,0.000000,0.365257,1.131341,,,0.000000,0.010670,0.010670,7,7,0,63.604725,63.604725,63.604725,63.604725,120.000000,0.000000,113.666871,0.559571,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,hda,HDA,10,10.000,replay,mixed,0.967814,0.025377,7,1.494214,0.000000,0.365257,1.131341,,,0.000000,0.010670,0.010670,7,7,0,59.268884,59.268884,59.268884,59.268884,120.000000,0.000000,113.666871,0.521426,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,kubernetes-default,K8s default,11,11.000,replay,mixed,1.017496,0.049233,7,1.504196,0.000000,0.363184,1.136476,,,0.000000,0.010028,0.010028,7,7,0,69.276143,69.276143,69.276143,69.276143,120.000000,0.000000,113.877936,0.608337,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,cga,CGA,11,11.000,replay,mixed,1.017496,0.049233,7,1.504196,0.000000,0.363184,1.136476,,,0.000000,0.010028,0.010028,7,7,0,62.782785,62.782785,62.782785,62.782785,120.000000,0.000000,113.877936,0.551316,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,hda,HDA,11,11.000,replay,mixed,1.017496,0.049233,7,1.504196,0.000000,0.363184,1.136476,,,0.000000,0.010028,0.010028,7,7,0,63.903124,63.903124,63.903124,63.903124,120.000000,0.000000,113.877936,0.561155,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,kubernetes-default,K8s default,12,12.000,replay,mixed,0.962578,0.053572,7,1.514010,0.000000,0.361119,1.141486,,,0.000000,0.010680,0.010680,7,7,0,71.906192,71.906192,71.906192,71.906192,120.000000,0.000000,114.088458,0.630267,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,cga,CGA,12,12.000,replay,mixed,0.962578,0.053572,7,1.514010,0.000000,0.361119,1.141486,,,0.000000,0.010680,0.010680,7,7,0,65.660500,65.660500,65.660500,65.660500,120.000000,0.000000,114.088458,0.575523,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,hda,HDA,12,12.000,replay,mixed,0.962578,0.053572,7,1.514010,0.000000,0.361119,1.141486,,,0.000000,0.010680,0.010680,7,7,0,64.469436,64.469436,64.469436,64.469436,120.000000,0.000000,114.088458,0.565083,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,kubernetes-default,K8s default,13,13.000,replay,mixed,1.020955,0.057578,7,1.523663,0.000000,0.359169,1.146369,,,0.000000,0.014468,0.014468,7,7,0,70.783233,70.783233,70.783233,70.783233,120.000000,0.000000,114.298440,0.619284,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,cga,CGA,13,13.000,replay,mixed,1.020955,0.057578,7,1.523663,0.000000,0.359169,1.146369,,,0.000000,0.014468,0.014468,7,7,0,68.076916,68.076916,68.076916,68.076916,120.000000,0.000000,114.298440,0.595607,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,hda,HDA,13,13.000,replay,mixed,1.020955,0.057578,7,1.523663,0.000000,0.359169,1.146369,,,0.000000,0.014468,0.014468,7,7,0,61.879980,61.879980,61.879980,61.879980,120.000000,0.000000,114.298440,0.541390,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,kubernetes-default,K8s default,14,14.000,replay,mixed,1.032305,0.011412,7,1.533159,0.000000,0.357359,1.151120,,,0.000000,0.014558,0.014558,7,7,0,67.638011,67.638011,67.638011,67.638011,120.000000,0.000000,114.507881,0.590684,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,cga,CGA,14,14.000,replay,mixed,1.032305,0.011412,7,1.533159,0.000000,0.357359,1.151120,,,0.000000,0.014558,0.014558,7,7,0,63.868017,63.868017,63.868017,63.868017,120.000000,0.000000,114.507881,0.557761,0.000000,45,,,,,,,,,
online-boutique,online-boutique-longmix-stageB-scale45-replica5-linear-steps500-20260612T140711Z,idyn-ob-scale45-replica5,scale45,replica5,adservice=5;cartservice=5;checkoutservice=5;currencyservice=5;emailservice=5;frontend=5;paymentservice=5;productcatalogservice=5;recommendationservice=5;redis-cart=1;shippingservice=5,linear,stageB,hda,HDA,14,14.000,replay,mixed,1.032305,0.011412,7,1.533159,0.000000,0.357359,1.151120,,,0.000000,0.014558,0.014558,7,7,0,60.861517,60.861517,60.861517,60.861517,120.000000,0.000000,114.507881,0.531505,0.000000,45,,,,,,,,,
